SpecimenID,ShortID,SiteName,MicrositeID,Family,Genus,Species,SppCode,Epithey,Collector,Date.collected,Vegetative.Height,Canopy.W1,Canopy.W2,Max.Height,SA.Leaf1,SA.Leaf2,SA.Leaf3,Stem.Volume,Stem.Biomass,SSD,Biomass.Leaf1,Biomass.Leaf2,Biomass.Leaf3,SLA.Leaf1,SLA.Leaf2,SLA.Leaf3,Root.Biomass,Root.Length,Root.AvgDiam,Root.Volume,SRL,RTD,Soil.pH,pH.Temp,pH.SoilWeight,CN.sampleID,N.shoot,C.shoot,N.root,C.root,flag,Notes,,,,,,,
Kin-1-ArtLud-1-CB,18-068,Kin,1,Asteraceae,Artemisia,Artemisia ludoviciana,Art lud,Artlud,2,05-Jul-18,24.6,6.7,7.4,24.6,2.5,2.1,3.1,0.5,64.315,128.63,14.02,11.96,14.28,178.31669,175.585284,217.086835,117.445,77.4688,0.5803,0.205,659.617693,572.902439,6.34,22.6,NA,68,2.54,40.45,1.22,46.13,,,,,,,,,
Kin-1-ArtLud-2-CB,18-069,Kin,1,Asteraceae,Artemisia,Artemisia ludoviciana,Art lud,Artlud,2,06-Jul-18,36.2,18.4,8,36.2,3.2,2.8,3.8,0.3,144.61,482.033333,23.915,19.995,26.695,133.807234,140.035009,142.348754,158,298.5132,0.2522,0.149,1889.32405,1060.40269,6.86,19.3,NA,69,1.64,45.76,0.99,45.06,,,,,,,,,
Kin-3-ArtLud-3-CBMD,18-070,Kin,3,Asteraceae,Artemisia,Artemisia ludoviciana,Art lud,Artlud,4,07-Jul-18,22.2,6.8,6.2,22.2,2.2,4.3,3.4,0.4,91.365,228.4125,17.095,26.845,26.005,128.6926,160.178804,130.744088,70,59.463,0.6104,0.174,849.471429,402.298851,5.91,19.1,NA,70,1.77,45.57,1.01,44.93,,,,,,,,,
Kin-3-ArtLud-4-CBMD,18-071,Kin,3,Asteraceae,Artemisia,Artemisia ludoviciana,Art lud,Artlud,4,07-Jul-18,38.5,13.2,9.2,38.5,4,4.6,4.3,0.6,198.715,331.191667,24.315,36.835,27.13,164.507506,124.881227,158.49613,297,414.7247,0.3966,0.512,1396.37946,580.078125,6.33,19.7,NA,71,2.1,46.23,1.43,44.96,,,,,,,,,
Kin-1-AstAgr-1-CB,18-072,Kin,1,Fabaceae,Astragalus,Astragalus agrestis,Ast agr,Astagr,2,05-Jul-18,26.8,14.4,8.9,31.3,8.2,11.2,6.1,0.5,66.925,133.85,17.985,88.53,46.885,455.935502,126.510787,130.105578,34,100.5191,0.2895,0.066,2956.44412,515.151515,6.29,21.3,NA,72,3.13,45.8,1.95,48.57,,,,,,,,,
Kin-1-AstAgr-2-CB,18-073,Kin,1,Fabaceae,Astragalus,Astragalus agrestis,Ast agr,Astagr,2,06-Jul-18,20.4,21.4,15.3,26.2,7.8,8.2,7.8,0.3,65.36,217.866667,67.9,71.29,69.47,114.874816,115.023145,112.278681,152,501.8257,0.217,0.186,3301.48487,817.204301,6.63,21.2,NA,73,2.89,46.18,2.21,46.7,,,,,,,,,
Kin-2-AstAgr-3-CBMD,18-074,Kin,2,Fabaceae,Astragalus,Astragalus agrestis,Ast agr,Astagr,4,06-Jul-18,27.6,22.1,11.6,31,12.8,15,7.7,0.3,88.825,296.083333,94.535,121.575,67.16,135.399588,123.380629,114.651578,374.34,21.6343,2.4615,1.03,57.7931827,363.436893,6.2,20.6,NA,74,3.1,44.73,2.52,47.61,,,,,,,,,
Kin-3-AstAgr-4-CBMD,18-075,Kin,3,Fabaceae,Astragalus,Astragalus agrestis,Ast agr,Astagr,4,07-Jul-18,23.9,9.8,7.6,26.4,4.4,2.8,1.7,0.1,27.18,271.8,35.115,26.42,19.435,125.302577,105.980318,87.4710574,30,21.6943,0.6471,0.071,723.143333,422.535211,6.2,18.9,NA,75,4.03,44.58,3.51,47.99,,,,,,,,,
Kin-1-AstFle-1-CB,18-076,Kin,1,Fabaceae,Astragalus,Astragalus flexuosus,Ast fle,Astfle,2,05-Jul-18,29.4,52.2,41.3,30.4,6.2,2.3,6.2,0.1,90.29,902.9,54.475,20.005,53.495,113.813676,114.971257,115.898682,670,416.0869,0.5401,0.953,621.025224,703.043022,6.52,22.2,9.998,76,4.53,43.42,3.09,36.41,,,,,,,,,
Kin-1-AstFle-2-CB,18-077,Kin,1,Fabaceae,Astragalus,Astragalus flexuosus,Ast fle,Astfle,2,06-Jul-18,23.5,52.5,23.3,28.5,5.6,5,3.3,0.4,114.415,286.0375,45.405,40.64,25.755,123.334435,123.031496,128.13046,803.27,186.5321,0.9317,1.272,232.215942,631.501572,6.29,20.9,NA,77,5.04,45.28,3.12,57.43,,,,,,,,,
Kin-4-AstFle-3-CBMD,18-078,Kin,4,Fabaceae,Astragalus,Astragalus flexuosus,Ast fle,Astfle,4,08-Jul-18,21.6,11.5,9.4,21.6,2.4,3.2,2.8,0.3,66.065,220.216667,26.755,35.695,21.065,89.7028593,89.6484101,132.921908,61.235,18.0652,0.975,0.135,295.014289,453.592593,6.69,20.8,NA,78,5.12,44.34,2.95,46.71,,,,,,,,,
Kin-2-AstLax-1-CBMD,18-079,Kin,2,Fabaceae,Astragalus,Astragalus laxmannii,Ast lax,Astlax,4,06-Jul-18,19.2,29.1,23.4,19.2,11.2,11.3,15.1,0.4,83.24,208.1,88.88,116.65,136.615,126.012601,96.8709816,110.529591,26,38.3346,0.4167,0.052,1474.40769,500,6.15,22.6,NA,79,4.03,45.56,1.25,48.87,,,,,,,,,
Kin-3-AstLax-2-CBMD,18-080,Kin,3,Fabaceae,Astragalus,Astragalus laxmannii,Ast lax,Astlax,4,07-Jul-18,33.3,20.1,2.5,36.2,6.4,9,0.4,0.4,89.8,224.5,77.8,92.12,98.52,82.2622108,97.6986539,4.06008932,104,33.6864,0.8179,0.177,323.907692,587.570622,6.6,19.8,NA,80,NA,NA,2.07,48.18,NA,,,,,,,,
Kin-1-AstLax-3-CBMD,18-081,Kin,1,Fabaceae,Astragalus,Astragalus laxmannii,Ast lax,Astlax,4,,24.4,9.2,13,26,7.7,4.9,5.6,0.2,47.425,237.125,68.495,36.26,59.055,112.416965,135.135135,94.8268563,65,14.4459,1.0757,0.131,222.244615,496.183206,6.93,21.8,NA,81,3.35,45.67,2.51,47.23,,,,,,,,,
Kin-5-CheAlb-1-CBMD,18-082,Kin,5,Amaranthaceae,Chenopodium,Chenopodium album,Che alb,Chealb,4,08-Jul-18,38.5,18.5,13.4,39,0.8,1,0.7,0.7,211.11,301.585714,4.53,8.11,4.385,176.600442,123.304562,159.63512,110,268.3551,0.2283,0.11,2439.59182,1000,6.09,22.3,NA,82,3.74,34.95,0.83,45.23,,Disturbed site,,,,,,,
Kin-5-CheAlb-2-CBMD,18-083,Kin,5,Amaranthaceae,Chenopodium,Chenopodium album,Che alb,Chealb,4,08-Jul-18,21.1,14,10.2,21.1,0.6,1,0.6,0.2,56.905,284.525,3.46,6.255,3.705,173.410405,159.872102,161.94332,60,223.282,0.2181,0.083,3721.36667,722.891566,6.08,22.4,NA,83,1.99,34.95,0.72,44.6,,Disturbed site,,,,,,,
Kin-5-CheAlb-3-CBMD,18-084,Kin,5,Amaranthaceae,Chenopodium,Chenopodium album,Che alb,Chealb,4,08-Jul-18,36.1,6.2,5.3,36.1,0.7,0.7,1,0.4,77.02,192.55,4.25,5.485,7.485,164.705882,127.620784,133.600534,58,71.8803,0.3073,0.053,1239.31552,1094.33962,5.72,19.5,NA,84,3.56,37.79,1.09,46.9,,Disturbed site,,,,,,,
Kin-1-AveHoo-1-CB,18-085,Kin,1,Poaceae,Avenula,Avenula hookeri,Ave hoo,Helhoo,2,05-Jul-18,30.8,32.3,8.5,49,6.9,4.5,1.5,0.1,42.32,423.2,90.78,25.93,9.93,76.0079313,173.544157,151.057402,281,2579.3219,0.1685,0.575,9179.0815,488.695652,6.67,19.6,10.01,85,1.77,44.26,0.96,45.98,,"Dryer environment, shallow soil",,,,,,,
Kin-1-AveHoo-2-CB,18-086,Kin,1,Poaceae,Avenula,Avenula hookeri,Ave hoo,Helhoo,2,06-Jul-18,31.9,12.3,5.4,39.5,3.9,5.7,3.1,0.2,35.665,178.325,24.27,50.29,41.51,160.692213,113.342613,74.6807998,44.705,450.0312,0.1576,0.088,10066.6861,508.011364,6.95,19.6,NA,86,1.73,44.31,0.71,44.87,,,,,,,,,
Kin-3-AveHoo-3-CBMD,18-087,Kin,3,Poaceae,Avenula,Avenula hookeri,Ave hoo,Helhoo,4,07-Jul-18,27.5,15.5,8.5,50.8,3.9,4.2,4.1,0.3,36.23,120.766667,30.375,35.755,35.18,128.395062,117.466089,116.543491,627,2352.8065,0.247,1.127,3752.48246,556.344277,6.66,20.4,NA,87,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-BouGra-1-CB,18-088,Kin,1,Poaceae,Bouteloua,Bouteloua gracilis,Bou gra,Bougra,2,05-Jul-18,17.3,7.2,0.8,17.3,1.2,1.1,0.8,NA,NA,NA,4.835,6.71,2.67,248.190279,163.934426,299.625468,18.81,136.7692,0.1903,0.039,7271.08985,482.307692,6.53,22.8,10.011,88,1.85,43.32,0.63,51.06,,,,,,,,,
Kin-4-BouGra-2-CBMD,18-089,Kin,4,Poaceae,Bouteloua,Bouteloua gracilis,Bou gra,Bougra,4,08-Jul-18,4,8,3.5,4,0.7,0.4,NA,NA,NA,NA,4.895,2.92,NA,143.003064,136.986301,NA,86,159.1602,0.2797,0.098,1850.7,877.55102,6.31,19.4,NA,89,1.96,44.35,0.73,46.95,,,,,,,,,
Kin-4-BouGra-3-CBMD,18-090,Kin,4,Poaceae,Bouteloua,Bouteloua gracilis,Bou gra,Bougra,4,08-Jul-18,5.5,0.5,0.5,5.5,0.9,0.3,0.5,NA,NA,NA,4.825,1.665,2.8,186.528497,180.18018,178.571429,NA,28.1674,0.2288,0.012,NA,NA,5.91,20.1,NA,90,1.87,43.83,0.55,48.17,,,,,,,,,
Kin-1-BroIne-1-CB,18-091,Kin,1,Poaceae,Bromus,Bromus inermis,Bro ine,Broine,2,06-Jul-18,66,16.4,8.4,84,16.1,12.5,6.6,NA,354.78,NA,124.73,89.8,46.915,129.07881,139.198218,140.679953,586.445,246.6576,0.7606,1.121,420.59801,523.144514,6.5,19,NA,91,2.28,44.81,0.81,40.34,,,,,,,,,
Kin-2-BroIne-2-CBMD,18-092,Kin,2,Poaceae,Bromus,Bromus inermis,Bro ine,Broine,4,,77.1,15.9,6.1,99.6,4.8,13.2,17.2,1,258.135,258.135,33.595,92.02,121.37,142.878405,143.447077,141.715416,620,628.0899,0.3851,0.731,1013.04823,848.153215,6.2,20.6,NA,92,1.64,42.47,0.71,36.9,,,,,,,,,
Kin-3-BroIne-3-CBMD,18-093,Kin,3,Poaceae,Bromus,Bromus inermis,Bro ine,Broine,4,07-Jul-18,71.6,14.5,10,91.5,11.8,9.3,11.8,1,269.275,269.275,92.095,65.365,90.7,128.128563,142.277978,130.099228,237.135,537.7851,0.3072,0.399,2267.84363,594.323308,6.08,22.7,NA,93,2.03,44.55,0.76,42.67,,,,,,,,,
Kin-1-CamRot-1-CB,18-094,Kin,1,Campanulaceae,Campanula,Campanula rotundifolia,Cam rot,Camrot,2,05-Jul-18,23,2.4,1.7,23,0.9,0.7,0.5,0.05,14.065,281.3,2.925,2.75,2.535,307.692308,254.545455,197.238659,12.01,22.3347,0.2855,0.014,1859.67527,857.857143,6.22,22.2,9.998,94,1.65,44.19,1.06,46.49,,,,,,,,,
Kin-1-CamRot-2-CB,18-095,Kin,1,Campanulaceae,Campanula,Campanula rotundifolia,Cam rot,Camrot,2,06-Jul-18,22.4,9.4,4.2,34.5,2.1,0.7,0.4,0.4,72.025,180.0625,6.205,5.395,2.825,338.436745,129.749768,141.59292,239.33,40.8922,1.019,0.333,170.861154,718.708709,6.66,22.3,NA,95,2.02,44.99,1.24,42.82,,Shallow soil,,,,,,,
Kin-3-CamRot-4-CBMD,18-097,Kin,3,Campanulaceae,Campanula,Campanula rotundifolia,Cam rot,Camrot,4,07-Jul-18,30.8,5.9,4.5,36.2,0.7,0.6,0.6,0.2,31.26,156.3,3.775,3.59,3.815,185.430464,167.130919,157.273919,247,120.6705,0.6005,0.342,488.544534,722.222222,5.88,22.2,NA,97,2.24,45.68,0.77,43.97,,,,,,,,,
Kin-3-CamRot-5-CBMD,18-098,Kin,3,Campanulaceae,Campanula,Campanula rotundifolia,Cam rot,Camrot,4,07-Jul-18,38.6,5.1,6.2,40.9,0.8,0.6,0.8,0.3,31.755,105.85,5.72,6.01,7.07,139.86014,99.8336107,113.154173,32,46.5252,0.4125,0.062,1453.9125,516.129032,5.82,22.7,NA,98,NA,NA,0.83,50.48,NA,,,,,,,,
Kin-1-CerArv-1-CB,18-099,Kin,1,Caryophyllaceae,Cerastium,Cerastium arvense,Cer arv,Cerarv,2,05-Jul-18,15.8,10.6,2.4,20.9,0.2,0.2,0.2,0.1,19.105,191.05,0.865,1.065,0.875,231.213873,187.793427,228.571429,54,334.9607,0.1861,0.091,6202.97593,593.406593,6.47,22.4,9.998,99,4.42,43,0.9,43.82,F,,,,,,,,
Kin-1-CerArv-2-CB,18-100,Kin,1,Caryophyllaceae,Cerastium,Cerastium arvense,Cer arv,Cerarv,2,06-Jul-18,8.9,4.5,2,14,0.1,0.1,0.1,0.1,58.355,583.55,1.105,0.98,0.765,90.4977376,102.040816,130.718954,29,27.5571,0.4313,0.04,950.244828,725,6.57,20.2,NA,100,2.28,50.12,1.41,45.39,,,,,,,,,
Kin-2-CerArv-3-CBMD,18-101,Kin,2,Caryophyllaceae,Cerastium,Cerastium arvense,Cer arv,Cerarv,4,06-Jul-18,11.9,18.6,8.7,11.9,0.1,0.1,0.1,0.05,21.125,422.5,0.49,0.525,0.495,204.081633,190.476191,202.020202,49.17,163.2399,0.245,0.077,3319.90848,638.571429,6.83,20.2,NA,101,0,39.96,1.33,45.05,F,,,,,,,,
Kin-3-CerArv-4-CBMD,18-102,Kin,3,Caryophyllaceae,Cerastium,Cerastium arvense,Cer arv,Cerarv,4,07-Jul-18,11.2,4.2,2.2,19.3,0.1,0.1,0.1,0.1,14.035,140.35,0.855,0.545,0.69,116.959064,183.486239,144.927536,NA,NA,NA,NA,NA,NA,6.2,20,NA,102,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-ComUmb-1-CB,18-103,Kin,1,Santalaceae,Commandra,Commandra umbellata,Com umb,Comumb,2,05-Jul-18,20.5,4.7,2.5,20.5,1.4,0.9,0.8,0.4,43.38,108.45,7.66,8.435,7.575,182.767624,106.698281,105.610561,58.355,139.4207,0.3134,0.108,2389.18173,540.324074,5.85,22.3,NA,103,1.98,44.19,0.72,44.66,,,,,,,,,
Kin-2-ComUmb-2-CBMD,18-104,Kin,2,Santalaceae,Commandra,Commandra umbellata,Com umb,Comumb,4,06-Jul-18,32.5,10.7,6.3,32.5,1.9,2.8,2.2,0.2,NA,NA,19.91,32.35,32.34,95.4294325,86.553323,68.0272109,339,24.1252,1.4009,0.372,71.1657817,911.290323,6.12,20.2,NA,104,3.64,45.21,1.37,49.08,,,,,,,,,
Kin-3-ComUmb-3-CBMD,18-105,Kin,3,Santalaceae,Commandra,Commandra umbellata,Com umb,Comumb,4,07-Jul-18,21.4,5.8,5.1,21.4,1.1,1.2,1.2,0.2,60.885,304.425,14.48,15.05,13.15,75.9668508,79.7342193,91.2547529,555.855,142.1792,0.616,0.424,255.784692,1310.97877,6.18,19.6,NA,105,1.76,46.16,0.75,51.22,,,,,,,,,
Kin-3-ComUmb-4-CBMD,18-106,Kin,3,Santalaceae,Commandra,Commandra umbellata,Com umb,Comumb,4,,28.6,4.1,5.4,28.6,1.2,1.2,1.1,0.3,56.14,187.133333,12.02,13.065,13.285,99.8336107,91.8484501,82.8001506,124,23.5224,0.8766,0.142,189.696774,873.239437,6.38,22.9,NA,106,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-DanInt-1-CB,18-107,Kin,1,Poaceae,Danthonia,Danthonia intermedia,Dan int,Danint,2,05-Jul-18,19.5,12.4,10.6,32.8,5.1,3.5,5.3,0.05,21,420,27.78,18.88,27.455,183.585313,185.381356,193.043162,244,887.9923,0.2432,0.412,3639.31271,592.23301,5.7,22.1,NA,107,1.27,44.61,0.73,42.86,,"Dryer environment, shallow soil",,,,,,,
Kin-3-DanInt-2-CBMD,18-108,Kin,3,Poaceae,Danthonia,Danthonia intermedia,Dan int,Danint,4,07-Jul-18,12.3,29.7,8.3,12.3,3.7,2.3,2.1,NA,NA,NA,21.05,17.44,10.485,175.771972,131.880734,200.286123,98,610.143,0.2372,0.27,6225.94898,362.962963,5.99,20.4,NA,108,1.43,43.01,0.96,44.51,,,,,,,,,
Kin-3-DanInt-3-CBMD,18-109,Kin,3,Poaceae,Danthonia,Danthonia intermedia,Dan int,Danint,4,07-Jul-18,14.4,23.5,18.4,29.8,2.1,2.4,2.6,0.2,NA,NA,21.01,17.57,333.34,99.9524036,136.596471,7.799844,224.77,2008.0104,0.1685,0.448,8933.62281,501.71875,6.15,19.8,NA,109,NA,NA,1.03,45.65,NA,,,,,,,,
Kin-1-ElaCom-1-CB,18-110,Kin,1,Elaeagnaceae,Elaeagnus,Elaeagnus commutata,Ela com,Elacom,2,,50,37.3,28.8,50,7,5.5,5,5.5,2135.485,388.27,56.285,41.38,31.185,124.367061,132.914451,160.333494,NA,NA,NA,NA,NA,NA,6.88,20.1,NA,110,NA,NA,NA,NA,NA,,,,,,,,
Kin-3-ElaCom-2-CBMD,18-111,Kin,3,Elaeagnaceae,Elaeagnus,Elaeagnus commutata,Ela com,Elacom,4,07-Jul-18,54.8,16.5,16.9,54.8,5.2,4.7,4.3,3,1026.365,342.121667,42.165,35.495,35.015,123.325033,132.413016,122.804512,294,88.2894,0.8787,0.535,300.304082,549.53271,6.38,20.2,NA,111,2.76,46.77,2.4,49.95,,,,,,,,,
Kin-4-ElaCom-3-CBMD,18-112,Kin,4,Elaeagnaceae,Elaeagnus,Elaeagnus commutata,Ela com,Elacom,4,08-Jul-18,68.5,29.8,19.9,68.5,2.5,3.1,0.7,10,4527.185,452.7185,17.915,25.445,28.465,139.547865,121.831401,24.5916037,1067.57,536.4994,0.558,1.312,502.542597,813.696646,5.94,18.9,NA,112,2.46,47.86,2.4,47.46,,,,,,,,,
Kin-1-ElyGla-1-CB,18-113,Kin,1,Poaceae,Elymus,Elymus glaucus,Ely gla,Elygla,2,05-Jul-18,29.8,2.2,0.8,29.8,5.8,3.2,NA,NA,NA,NA,30.215,15.78,NA,191.957637,202.78834,NA,24,112.6546,0.2434,0.052,4693.94167,461.538462,6.38,22.6,NA,113,1.92,44.48,0.73,42.14,,No 3rd leaf,,,,,,,
Kin-1-ElyGla-2-CB,18-114,Kin,1,Poaceae,Elymus,Elymus glaucus,Ely gla,Elygla,2,06-Jul-18,24.4,19.8,8.5,24.4,7.3,4.1,2.9,0.2,NA,NA,54.86,40.69,23.36,133.065986,100.761858,124.143836,87,200.0477,0.3366,0.178,2299.39885,488.764045,6.39,19.1,NA,114,1.89,44.27,1.35,42.44,,,,,,,,,
Kin-3-ElyGla-3-CBMD,18-115,Kin,3,Poaceae,Elymus,Elymus glaucus,Ely gla,Elygla,4,07-Jul-18,41.8,18.5,7.5,41.8,3.4,4.1,4,0.2,89,445,33.39,35.06,33.95,101.826894,116.942385,117.820324,42,60.1539,0.4669,0.103,1432.23571,407.76699,6.21,22.4,NA,115,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-ElyTra-1-CB,18-116,Kin,1,Poaceae,Elymus,Elymus trachycaulus,Ely tra,Elytra,2,05-Jul-18,30.6,22.4,3.9,30.6,5.6,4.7,5.9,NA,NA,NA,36.22,33.605,34.145,154.610712,139.86014,172.792503,21,141.3545,0.2247,0.056,6731.16667,375,6.6,20.1,NA,116,1.87,44.4,0.8,43.39,,,,,,,,,
Kin-1-ElyTra-2-CB,18-117,Kin,1,Poaceae,Elymus,Elymus trachycaulus,Ely tra,Elytra,2,06-Jul-18,30,11.8,0.7,43.5,2.3,4.3,5.5,0.2,NA,NA,15.815,27.915,39.865,145.431552,154.039047,137.965634,30,32.5138,0.3965,0.04,1083.79333,750,6.35,22.2,NA,117,2.04,44.69,0.76,36.92,,,,,,,,,
Kin-2-ElyTra-3-CBMD,18-118,Kin,2,Poaceae,Elymus,Elymus trachycaulus,Ely tra,Elytra,4,06-Jul-18,42.9,4,5.8,42.9,7.4,6,3.3,0.2,68.445,342.225,49.87,37.35,23.565,148.385803,160.64257,140.038192,103,385.2137,0.2718,0.223,3739.93884,461.883408,6.53,21.5,NA,118,2.55,45.59,1.65,47.13,,,,,,,,,
Kin-3-ElyTra-4-CBMD,18-119,Kin,3,Poaceae,Elymus,Elymus trachycaulus,Ely tra,Elytra,4,07-Jul-18,44.4,3.5,2.3,44.4,1.8,2.4,NA,NA,51.505,NA,11.575,15.92,490.195,155.507559,150.753769,NA,29,93.6929,0.2318,0.04,3230.78966,725,6.03,21.9,NA,119,2.14,43.17,0.96,48.48,,,,,,,,,
Kin-1-EriCae-1-CB,18-120,Kin,1,Asteraceae,Erigeron,Erigeron caespitosus,Eri cae,Ericae,2,05-Jul-18,14.6,8.2,4.4,23.2,3.3,1.3,4,0.1,30.585,305.85,16.615,5.03,12.555,198.615709,258.449304,318.598168,4.9,21.3888,0.3415,0.02,4365.06122,245,6.6,22.1,NA,120,1.63,43.13,0.89,56.78,,,,,,,,,
Kin-1-EriCae-2-CB,18-121,Kin,1,Asteraceae,Erigeron,Erigeron caespitosus,Eri cae,Ericae,2,06-Jul-18,19.3,2.5,1.4,25.1,1.5,3.2,1.6,0.2,NA,NA,9.63,17.315,10.86,155.76324,184.810858,147.32965,32,54.0389,0.4092,0.071,1688.71563,450.704225,6.45,21.8,NA,121,1.97,43.07,1.44,45.45,,,,,,,,,
Kin-2-EriCae-3-CBMD,18-122,Kin,2,Asteraceae,Erigeron,Erigeron caespitosus,Eri cae,Ericae,4,,27.1,18.4,5.1,30.3,2.8,3.7,2.2,0.2,35.435,177.175,14.375,18.275,15.365,194.782609,202.46238,143.182558,41,83.7381,0.3011,0.06,2042.39268,683.333333,5.99,20.6,NA,122,2.05,42.77,1.4,44.29,,,,,,,,,
Kin-3-EriCae-4-CBMD,18-123,Kin,3,Asteraceae,Erigeron,Erigeron caespitosus,Eri cae,Ericae,4,07-Jul-18,24,8.1,13.1,32.1,5,5.3,4.8,0.4,87.575,218.9375,44.32,45.805,43.185,112.815885,115.707892,111.149705,60,108.1018,0.4179,0.148,1801.69667,405.405405,6.12,22.3,NA,123,1.57,42.28,1.95,44.41,,,,,,,,,
Kin-3-EriCae-5-CBMD,18-124,Kin,3,Asteraceae,Erigeron,Erigeron caespitosus,Eri cae,Ericae,4,07-Jul-18,25.6,7,2.5,32.4,1.1,0.4,2.3,0.2,25.055,125.275,6.045,2.115,11.6,181.968569,189.125296,198.275862,NA,107.1481,0.3167,0.084,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,,,,,,,,
Kin-4-EriGla-1-CBMD,18-125,Kin,4,Asteraceae,Erigeron,,Eri gla,Erigla,4,08-Jul-18,4.2,7.6,5.5,4.2,2.1,2.2,NA,NA,NA,NA,18.335,17.48,NA,114.535042,125.858124,NA,180,419.5034,0.3263,0.351,2330.57444,512.820513,6.44,20.6,NA,125,1.96,45.52,1.2,44.69,,,,,,,,,
Kin-1-FesHal-1-CB,18-126,Kin,1,Poaceae,Festuca,Festuca hallii,Fes hal,Feshal,2,05-Jul-18,26.5,25.6,2.4,26.5,2.2,1.7,1.4,NA,NA,NA,12.815,11.42,8.16,171.67382,148.861646,171.568628,196.515,374.7953,0.2981,0.262,1907.20963,750.057252,6.08,22,NA,126,1.43,44.11,0.57,27.87,,,,,,,,,
Kin-1-FesHal-2-CB,18-127,Kin,1,Poaceae,Festuca,Festuca hallii,Fes hal,Feshal,2,06-Jul-18,33.5,14.5,14.4,58.5,2.2,2.1,2,0.3,NA,NA,60.43,36.47,36.325,36.4057587,57.5815739,55.0584997,381.655,1411.3757,0.2325,0.599,3698.04064,637.153589,6.41,20.4,NA,127,1.23,44.32,0.78,39.15,,,,,,,,,
Kin-2-FesHal-3-CBMD,18-128,Kin,2,Poaceae,Festuca,Festuca hallii,Fes hal,Feshal,4,06-Jul-18,21,42,13,64.1,2.1,8.2,8.1,0.4,53.74,134.35,33.775,59.775,42.15,62.1761658,137.181096,192.170819,327,344.441,0.4557,0.562,1053.33639,581.850534,6,22.3,NA,128,1.34,43.93,0.82,27.03,,,,,,,,,
Kin-3-FesHal-4-CBMD,18-129,Kin,3,Poaceae,Festuca,Festuca hallii,Fes hal,Feshal,4,07-Jul-18,38,2.2,1.5,76.6,1.5,2,3.5,0.1,51.778,517.78,33.595,36.325,34.795,44.6495014,55.0584997,100.589165,NA,NA,NA,NA,NA,NA,6.66,22.3,NA,129,1.08,43.59,0.74,25.84,,,,,,,,,
Kin-2-FraVir-1-CBMD,18-130,Kin,2,Rosaceae,Fragaria,Fragaria virginiana,Fra vir,Fravir,4,06-Jul-18,13.2,22.9,8.4,13.2,20.4,20.4,7.9,0.25,NA,NA,126.045,120.075,40.205,161.846959,169.893816,196.492974,895,468.5945,0.4968,0.908,523.569274,985.682819,6.27,22.6,NA,130,1.66,44.81,0.83,44.01,,,,,,,,,
Kin-1-GaiAri-1-CB,18-131,Kin,1,Asteraceae,Gaillardia,Gaillardia aristata,Gai ari,Gaiari,2,05-Jul-18,28.6,11.6,7.9,37,15.4,9.3,4.7,1,39.755,39.755,96.02,61.165,26.745,160.383254,152.04774,175.733782,73.06,32.9048,0.8593,0.191,450.380509,382.513089,6.68,22.7,NA,131,1.84,40.84,1.19,44.48,,"Dryer environment, shallow soil",,,,,,,
Kin-1-GaiAri-2-CB,18-132,Kin,1,Asteraceae,Gaillardia,Gaillardia aristata,Gai ari,Gaiari,2,06-Jul-18,24.6,6.8,10.2,33.6,5.5,8.2,6.5,0.1,176.915,1769.15,38.18,58.56,42.91,144.054479,140.027322,151.479842,NA,84.2597,0.4711,0.147,NA,NA,6.68,22.4,NA,132,1.81,41.91,1.22,45.73,,Shallow soil,,,,,,,
Kin-2-GaiAri-3-CBMD,18-133,Kin,2,Asteraceae,Gaillardia,Gaillardia aristata,Gai ari,Gaiari,4,06-Jul-18,35.7,10.1,25.1,42.8,8.3,7.8,18.5,1.1,190.93,173.572727,52.765,50.5,159.875,157.301241,154.455446,115.715403,455,287.0839,0.5003,0.564,630.953626,806.737589,6.28,20,NA,133,1.95,40.41,1.69,44.75,,,,,,,,,
Kin-3-GaiAri-4-CBMD,18-134,Kin,3,Asteraceae,Gaillardia,Gaillardia aristata,Gai ari,Gaiari,4,,30,6.5,4.3,36.6,3.5,3.5,4.6,0.5,102.63,205.26,29.155,30.185,40.2,120.048019,115.951632,114.427861,92,57.0264,0.6426,0.185,619.852174,497.297297,6.1,22.8,NA,134,1.59,41.1,1.23,44.58,,,,,,,,,
Kin-3-GaiAri-5-CBMD,18-135,Kin,3,Asteraceae,Gaillardia,Gaillardia aristata,Gai ari,Gaiari,4,,28,4.5,4.8,38.8,4.7,4.8,4.4,0.3,NA,NA,28.31,33.51,26.125,166.019075,143.240824,168.421053,95,120.7747,0.3204,0.097,1271.31263,979.381443,6.06,20,NA,135,1.77,42.73,1.16,43.08,,,,,,,,,
Kin-1-GalBor-1-CB,18-136,Kin,1,Rubiaceae,Galium,Galium boreale,Gal bor,Galbor,2,06-Jul-18,14.6,19.3,4.8,14.6,0.5,0.5,0.1,0.2,NA,NA,4.065,4.895,0.795,123.00123,102.145046,125.786164,74,79.6361,0.3422,0.073,1076.16351,1013.69863,6.4,22.2,NA,136,1.51,45.85,0.78,46.8,,,,,,,,,
